Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Category,Product Name,Product ID,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Stock Left,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Payment Mode,Delivery Status
ORD1229,2024-05-23,2024-05-26,Shawn Vaughn,CUST891,Consumer,Furniture,Study Table,PROD9336,North,Arkansas,Mccallstad,1,4307.58,0,4307.58,2575.16,-299.35,9,Yes,25,Morgan LLC,juan71@example.org,Credit Card,Returned
ORD1230,2024-08-05,2024-08-10,Patrick Schroeder,CUST922,Home Office,Groceries,Bread,PROD6272,South,Massachusetts,Jessicaland,7,4587.69,10,28902.45,2791.62,11315.24,36,No,0,Alexander Group,xmalone@example.org,Bank Transfer,Delivered
ORD1231,2025-05-28,2025-05-29,Ana Mckinney,CUST614,Home Office,Furniture,Study Table,PROD4656,North,Montana,Port Melissa,7,437.74,15,2604.55,370.51,0.0,20,No,0,"Johnson, Lee and Whitaker",wrightstephen@example.com,Credit Card,Cancelled
ORD1232,2025-10-22,2025-10-27,Jacob Marshall,CUST567,Consumer,Electronics,Monitor,PROD5777,East,Montana,Lake Anthonystad,10,1288.66,10,11597.94,949.33,-914.84,49,No,0,Wheeler-Thompson,wmatthews@example.com,UPI,Returned
ORD1233,2024-08-28,2024-09-03,Deanna Rivas,CUST659,Consumer,Office Supplies,Pen,PROD7718,North,Colorado,Anthonyton,4,2753.57,0,11014.28,2424.23,1317.36,48,No,0,Nash and Sons,deborahbyrd@example.com,Cash,Delivered
ORD1234,2025-09-11,2025-09-18,Alejandro Deleon,CUST855,Home Office,Electronics,Laptop,PROD4361,South,Wyoming,South Rhondaburgh,7,2510.94,0,17576.58,2232.29,0.0,45,No,0,"Owen, Walker and Franklin",jennifer46@example.com,Bank Transfer,Pending
ORD1235,2026-02-13,2026-02-14,David Owens,CUST144,Consumer,Groceries,Snacks,PROD7102,West,Utah,Silvatown,2,2945.78,20,4713.25,1630.21,-241.99,36,No,0,"Key, Levy and Franco",kenneth17@example.org,Credit Card,Returned
ORD1236,2025-01-09,2025-01-13,Margaret Hensley MD,CUST778,Consumer,Office Supplies,Stapler,PROD5276,East,Virginia,Jacobhaven,7,3533.56,10,22261.43,2216.33,0.0,14,No,0,Yoder PLC,rguerrero@example.org,Credit Card,Cancelled
ORD1237,2025-11-04,2025-11-06,Jonathan Phillips,CUST239,Home Office,Furniture,Study Table,PROD2731,South,Nebraska,Priceton,8,2383.67,15,16208.96,1306.95,0.0,49,No,0,"Erickson, Armstrong and Lee",ginalittle@example.com,UPI,Cancelled
ORD1238,2026-03-28,2026-04-01,Heather Evans,CUST415,Corporate,Electronics,Laptop,PROD2481,South,Hawaii,West Connor,5,4149.29,20,16597.16,2141.58,0.0,9,Yes,22,Figueroa Ltd,staceylam@example.net,UPI,Cancelled
ORD1239,2024-07-01,2024-07-04,Daniel Savage,CUST505,Home Office,Furniture,Bookshelf,PROD5262,South,Nebraska,Nathanshire,1,4765.27,15,4050.48,3442.34,0.0,6,Yes,34,Ford-Wilson,delacruzbrandy@example.net,Credit Card,Pending
ORD1240,2024-06-17,2024-06-24,Cory Wilson,CUST912,Consumer,Furniture,Office Chair,PROD2010,South,Utah,Morenochester,3,1070.85,15,2730.67,694.87,958.75,37,No,0,Pitts and Sons,victoriacooper@example.net,Net Banking,Delivered
ORD1241,2026-03-17,2026-03-20,Judith Stewart,CUST932,Consumer,Furniture,Office Chair,PROD4239,West,Virginia,Port Christopher,3,550.7,10,1486.89,302.34,-73.85,36,No,0,Welch-Thompson,smithjoshua@example.org,Cash,Returned
ORD1242,2025-07-14,2025-07-21,Katherine Gallagher,CUST841,Corporate,Groceries,Milk,PROD7270,West,Colorado,New Ryan,3,1834.32,5,5227.81,1118.92,-564.13,2,Yes,39,Powell-Sanford,ismith@example.org,Net Banking,Returned
ORD1243,2025-11-11,2025-11-16,Adrian Morris,CUST351,Home Office,Electronics,Mouse,PROD7750,West,North Dakota,North Erica,1,529.84,15,450.36,294.01,0.0,41,No,0,"Gross, Perez and Wiley",david68@example.net,Net Banking,Pending
ORD1244,2024-12-16,2024-12-18,Rodney Evans,CUST745,Home Office,Furniture,Sofa,PROD6883,West,Maine,Lunahaven,9,3929.03,10,31825.14,3398.89,0.0,24,No,0,Hamilton-Mcdaniel,matthewvalenzuela@example.com,Bank Transfer,Cancelled
ORD1245,2025-11-26,2025-11-28,Travis Hull,CUST126,Corporate,Office Supplies,Pen,PROD5602,North,Montana,East Jeffreyberg,8,2694.22,20,17243.01,2424.37,0.0,6,Yes,27,Gross PLC,daviddawson@example.org,UPI,Pending
ORD1246,2025-02-08,2025-02-11,Dawn Nichols,CUST646,Home Office,Furniture,Study Table,PROD7363,East,Arkansas,Lake Danieltown,3,962.89,20,2310.94,603.93,0.0,37,No,0,Norris Group,jjames@example.com,Credit Card,Cancelled
ORD1247,2025-04-26,2025-05-02,Christine Jennings,CUST817,Corporate,Office Supplies,Calculator,PROD4084,West,Alabama,Robertville,9,1614.36,15,12349.85,831.69,5987.43,14,No,0,"Meyer, Dean and Haynes",grivas@example.net,Net Banking,Delivered
ORD1248,2025-11-02,2025-11-04,Diane Glover,CUST120,Home Office,Groceries,Milk,PROD6435,South,New York,New James,3,1769.72,5,5043.7,1535.25,0.0,3,Yes,20,Decker-Dudley,jade42@example.org,UPI,Cancelled
ORD1249,2025-06-22,2025-06-27,Daniel Fitzpatrick MD,CUST821,Consumer,Furniture,Dining Table,PROD6978,North,Alabama,Lake Christopherville,6,3552.24,15,18116.42,2608.79,0.0,19,No,0,"Caldwell, Hernandez and Davis",cummingscraig@example.com,Bank Transfer,Cancelled
ORD1250,2025-09-05,2025-09-07,William Phillips,CUST261,Home Office,Groceries,Rice,PROD8982,East,New Jersey,North Lisaton,3,3565.2,20,8556.48,2771.67,0.0,14,No,0,Ward-Rhodes,grodgers@example.org,Net Banking,Cancelled
ORD1251,2024-04-30,2024-05-07,Mary Jackson,CUST279,Corporate,Electronics,Keyboard,PROD3086,South,Minnesota,Friedmanview,1,4749.06,20,3799.25,3118.43,1304.5,11,No,0,"Davis, Briggs and White",dross@example.com,Net Banking,Delivered
ORD1252,2026-02-01,2026-02-04,Samuel Marsh,CUST928,Home Office,Office Supplies,Calculator,PROD2705,West,Tennessee,North David,3,1722.73,0,5168.19,1025.37,0.0,10,No,0,"Brown, Dunlap and Moore",epruitt@example.net,Credit Card,Cancelled
ORD1253,2025-10-01,2025-10-08,Logan Maxwell,CUST825,Home Office,Electronics,Mouse,PROD1186,East,South Carolina,Port Gabrielleberg,4,1322.75,0,5291.0,846.81,1903.76,46,No,0,Knapp-Rodriguez,ealexander@example.com,Credit Card,Delivered
ORD1254,2025-09-13,2025-09-14,Michael Gregory,CUST495,Corporate,Groceries,Bread,PROD7783,West,Wyoming,Lake Morgan,7,1821.03,15,10835.13,984.4,-1283.05,36,No,0,"Mills, Haynes and Davis",timothyalvarado@example.net,UPI,Returned
ORD1255,2025-02-15,2025-02-17,Ronald Mcclain,CUST562,Consumer,Furniture,Bookshelf,PROD1328,East,South Carolina,North Dawnburgh,5,4763.14,0,23815.7,3032.8,-1143.59,4,Yes,37,"Allison, Christian and Booth",waltonmalik@example.com,Credit Card,Returned
ORD1256,2024-11-25,2024-11-28,Daniel Schneider,CUST708,Home Office,Groceries,Snacks,PROD1507,West,Montana,North Stephen,3,3075.86,15,7843.44,1731.22,3428.83,21,No,0,"West, Gates and West",hooperjulie@example.org,UPI,Delivered
ORD1257,2024-07-11,2024-07-13,Andrew Dunn,CUST519,Home Office,Electronics,Keyboard,PROD5872,South,Colorado,Pamelaside,2,343.21,20,549.14,247.06,-20.11,23,No,0,Pena Group,michael03@example.com,Credit Card,Returned
ORD1258,2025-01-05,2025-01-09,Lisa Kennedy,CUST189,Corporate,Groceries,Bread,PROD2589,North,Texas,Jenniferville,4,937.08,10,3373.49,834.77,-98.99,19,No,0,Malone and Sons,petersonmaria@example.com,Cash,Returned
ORD1259,2025-06-22,2025-06-26,Michaela Williams,CUST600,Home Office,Electronics,Laptop,PROD9914,West,Hawaii,Taylorchester,3,1918.0,15,4890.9,1242.4,-187.65,28,No,0,King and Sons,davidphelps@example.org,Cash,Returned
ORD1260,2025-04-12,2025-04-15,Cheryl Morgan,CUST331,Corporate,Furniture,Study Table,PROD2584,North,Wisconsin,Williamsshire,6,4060.08,15,20706.41,3606.5,0.0,35,No,0,Barton Group,gbarrett@example.org,Credit Card,Pending
ORD1261,2025-05-15,2025-05-22,Noah Tran,CUST496,Home Office,Groceries,Vegetables,PROD8779,South,Nevada,Glassburgh,8,1564.38,15,10637.78,1347.1,1477.5,32,No,0,"Lane, Cross and Anderson",msandoval@example.com,Net Banking,Delivered
ORD1262,2025-05-19,2025-05-24,Jennifer Lynch,CUST919,Home Office,Office Supplies,Pen,PROD8357,South,Vermont,West Raymond,3,4863.61,5,13861.29,2677.29,-720.76,43,No,0,Waller-Chavez,devonmorrison@example.net,Cash,Returned
ORD1263,2025-05-25,2025-05-27,Michael Valencia,CUST942,Home Office,Office Supplies,Calculator,PROD5225,East,Virginia,East Jason,2,526.43,20,842.29,346.89,0.0,17,No,0,"Roberts, Reed and Chambers",williambenson@example.com,Net Banking,Cancelled
ORD1264,2025-10-26,2025-10-30,Harold Castillo,CUST994,Consumer,Groceries,Milk,PROD7790,South,Oregon,Craigside,3,2876.31,20,6903.14,2310.69,1357.49,6,Yes,38,Rich-Henderson,millsanthony@example.org,Credit Card,Delivered
ORD1265,2024-06-03,2024-06-10,Christina Christensen,CUST392,Home Office,Electronics,Mouse,PROD5327,West,Hawaii,Francesberg,8,2902.91,15,19739.79,1494.96,0.0,25,No,0,Vaughn LLC,karenjohnson@example.com,UPI,Cancelled
ORD1266,2024-07-11,2024-07-16,Megan Hoffman,CUST723,Home Office,Groceries,Milk,PROD7484,East,Iowa,Youngport,4,341.53,15,1161.2,296.56,0.0,1,Yes,30,"Beck, House and Hughes",tammy00@example.net,Bank Transfer,Cancelled
ORD1267,2024-11-04,2024-11-07,Sean Dalton,CUST387,Corporate,Furniture,Study Table,PROD3201,East,New Hampshire,Lake Janet,8,3892.75,10,28027.8,2365.89,-2429.49,5,Yes,26,"Richardson, Chapman and Rodgers",kimberlybrandt@example.com,Cash,Returned
ORD1268,2025-04-06,2025-04-08,Michael Lopez,CUST943,Corporate,Groceries,Rice,PROD9462,East,Idaho,South Billyview,1,2624.82,5,2493.58,1381.3,-150.18,33,No,0,"Baker, Martin and Singleton",riverajenna@example.org,Net Banking,Returned
ORD1269,2024-05-24,2024-05-25,Frank Williams,CUST277,Consumer,Office Supplies,Pen,PROD5087,North,South Dakota,Tracyshire,8,347.74,10,2503.73,271.88,0.0,23,No,0,"Howard, Bowers and Stewart",susanmeyer@example.net,Cash,Cancelled
ORD1270,2024-08-24,2024-08-29,Joshua Davis,CUST506,Home Office,Furniture,Office Chair,PROD4963,East,Iowa,Lake Martin,8,3010.81,5,22882.16,2662.18,-575.96,22,No,0,Carter-Clements,wbarajas@example.net,Bank Transfer,Returned
ORD1271,2024-04-29,2024-05-01,Gregory Allen,CUST957,Corporate,Furniture,Bookshelf,PROD1449,West,Tennessee,North Felicia,1,898.25,20,718.6,729.32,0.0,14,No,0,James-Hogan,cruzamber@example.com,UPI,Pending
ORD1272,2024-05-12,2024-05-18,Samantha Brooks,CUST311,Corporate,Groceries,Vegetables,PROD1328,North,North Carolina,Tuckerport,8,4566.43,5,34704.87,3381.24,9007.44,14,No,0,"Lee, Palmer and Vaughan",teresaayala@example.net,Bank Transfer,Delivered
ORD1273,2024-04-28,2024-05-03,Christine Soto,CUST924,Corporate,Electronics,Mouse,PROD7168,East,Indiana,Houstonborough,8,1334.79,15,9076.57,828.72,-746.4,0,Yes,36,"Poole, Johns and Figueroa",elucas@example.net,Bank Transfer,Returned
ORD1274,2025-10-07,2025-10-12,Joe Rivera,CUST762,Home Office,Electronics,Keyboard,PROD2771,West,Colorado,North Gregoryview,2,1747.79,10,3146.02,1321.75,0.0,16,No,0,"Jones, Underwood and Bartlett",ohughes@example.com,Bank Transfer,Cancelled
ORD1275,2025-03-25,2025-03-27,James Wilson,CUST253,Home Office,Office Supplies,Pen,PROD7620,East,Alabama,Port Julieton,3,3634.29,15,9267.44,3267.18,0.0,26,No,0,"Charles, Howard and Shaw",kristin49@example.org,Cash,Cancelled
ORD1276,2024-11-27,2024-12-01,Jessica Foster,CUST854,Consumer,Office Supplies,Stapler,PROD4643,West,Texas,South Ericbury,6,2585.84,5,14739.29,2162.42,0.0,18,No,0,Francis PLC,susan24@example.net,Credit Card,Pending
ORD1277,2026-03-12,2026-03-16,Rebecca Daniel,CUST231,Home Office,Electronics,Headphone,PROD3999,East,Mississippi,New Nancyberg,2,1189.04,5,2259.18,948.48,0.0,26,No,0,Williams PLC,fmedina@example.com,Bank Transfer,Cancelled
ORD1278,2024-10-03,2024-10-06,Stephanie Cooper,CUST366,Home Office,Electronics,Mouse,PROD2929,West,Nebraska,East Jack,1,4345.33,20,3476.26,3181.33,931.2,30,No,0,"Davenport, Lee and White",yorksarah@example.net,UPI,Delivered
ORD1279,2025-04-16,2025-04-21,Angel Powers,CUST222,Home Office,Groceries,Vegetables,PROD5888,West,Kentucky,East Jessicafort,1,4367.16,5,4148.8,2423.54,0.0,21,No,0,Howard-Lambert,craigharvey@example.org,Cash,Pending
ORD1280,2024-12-25,2024-12-30,Mr. Matthew Steele,CUST568,Consumer,Electronics,Monitor,PROD2324,West,Georgia,Lindseychester,6,3192.06,5,18194.74,1996.2,6816.4,0,Yes,34,Smith and Sons,jenniferdavidson@example.com,Bank Transfer,Delivered
ORD1281,2026-02-04,2026-02-06,Michael Rivera,CUST879,Consumer,Office Supplies,File Folder,PROD2442,South,New Mexico,Griffinport,10,2225.19,15,18914.12,1471.65,-1131.54,2,Yes,37,Arnold-Thompson,wilkinsonmichele@example.org,UPI,Returned
ORD1282,2026-03-16,2026-03-22,Deborah Mercado,CUST482,Consumer,Electronics,Headphone,PROD4122,North,California,North Melissatown,1,3170.77,5,3012.23,1872.36,0.0,19,No,0,"Riley, Hammond and Lewis",arnoldamy@example.net,UPI,Cancelled
ORD1283,2025-04-24,2025-04-25,Brittany Long,CUST492,Home Office,Electronics,Monitor,PROD2069,North,Wyoming,Dennishaven,5,4747.47,15,20176.75,3755.88,0.0,27,No,0,"Davis, Cox and Smith",melaniedrake@example.net,UPI,Cancelled
ORD1284,2025-10-06,2025-10-09,Jose Griffin,CUST601,Corporate,Office Supplies,Notebook,PROD7609,North,Idaho,Lake Jessica,4,1199.17,5,4556.85,700.89,1893.46,37,No,0,Williams-Juarez,bryanwood@example.org,Net Banking,Delivered
ORD1285,2025-09-24,2025-09-26,Terry Ward,CUST226,Corporate,Furniture,Sofa,PROD5190,North,New Mexico,Keithton,10,4973.93,0,49739.3,3787.28,11866.5,3,Yes,42,"Nguyen, Padilla and Boyd",mary49@example.net,Credit Card,Delivered
ORD1286,2025-07-09,2025-07-13,Matthew Diaz,CUST554,Corporate,Furniture,Dining Table,PROD5140,West,Tennessee,New Johnbury,3,1106.93,0,3320.79,686.79,1260.42,42,No,0,"Sullivan, Roth and Reed",aeaton@example.net,Net Banking,Delivered
ORD1287,2026-03-09,2026-03-12,Christopher Jones,CUST737,Home Office,Office Supplies,File Folder,PROD2718,North,Tennessee,Jasonburgh,5,658.66,0,3293.3,460.47,0.0,49,No,0,Cox Ltd,guerrerorobert@example.com,Bank Transfer,Pending
ORD1288,2025-11-03,2025-11-10,Michael Mendoza,CUST635,Consumer,Electronics,Mouse,PROD5839,South,Pennsylvania,Lake Martha,1,2785.88,5,2646.59,2159.84,-98.8,0,Yes,20,Sanchez and Sons,dennishunt@example.net,Credit Card,Returned
ORD1289,2024-08-15,2024-08-16,David White,CUST955,Home Office,Groceries,Bread,PROD2475,North,Montana,Lake Jessicaport,2,4533.42,5,8613.5,3094.97,0.0,16,No,0,Robinson PLC,kdillon@example.org,Cash,Cancelled
ORD1290,2026-01-27,2026-01-28,Charles Aguilar,CUST202,Consumer,Furniture,Bookshelf,PROD6901,East,Wyoming,New Donna,7,3718.85,0,26031.95,3125.69,4152.12,0,Yes,47,Jackson-Jennings,ecarlson@example.org,UPI,Delivered
ORD1291,2025-02-10,2025-02-16,Brian Harris,CUST762,Consumer,Electronics,Keyboard,PROD8171,East,North Carolina,Serranoville,2,1925.85,10,3466.53,1103.8,-266.42,29,No,0,Alvarez PLC,richamanda@example.org,Bank Transfer,Returned
ORD1292,2024-07-04,2024-07-11,Mr. Larry Carey,CUST494,Home Office,Groceries,Rice,PROD7909,South,Wyoming,Boydstad,2,749.31,0,1498.62,668.85,0.0,6,Yes,33,Wolfe Group,shawnaolson@example.com,Net Banking,Pending
ORD1293,2025-01-20,2025-01-24,Natalie Juarez,CUST921,Home Office,Groceries,Bread,PROD7221,East,Vermont,South Dennisfort,10,241.2,5,2291.4,167.21,-86.17,26,No,0,Kent Inc,carmen86@example.com,Cash,Returned
ORD1294,2024-09-16,2024-09-17,Patrick Smith,CUST164,Corporate,Electronics,Laptop,PROD9598,South,North Dakota,New Adrianborough,6,2643.59,20,12689.23,1422.51,0.0,30,No,0,"Brock, Ortiz and Rodriguez",qpearson@example.com,Bank Transfer,Pending
ORD1295,2026-02-16,2026-02-22,Krystal Carr,CUST792,Home Office,Groceries,Bread,PROD1894,North,Utah,Fischerchester,3,2577.28,15,6572.06,2166.84,0.0,4,Yes,44,"Bowers, Olson and Wood",tking@example.net,Cash,Pending
ORD1296,2025-01-15,2025-01-18,Jennifer Taylor,CUST346,Corporate,Electronics,Laptop,PROD9305,South,Texas,Lake Jerryburgh,9,3252.25,15,24879.71,2689.09,4308.17,29,No,0,Lewis Group,lauren90@example.org,Cash,Delivered
ORD1297,2025-02-19,2025-02-26,Abigail Davis,CUST686,Corporate,Furniture,Sofa,PROD8324,East,Georgia,Frostchester,2,4905.29,0,9810.58,2654.04,-482.52,35,No,0,Brown and Sons,christopher06@example.com,Credit Card,Returned
ORD1298,2025-08-12,2025-08-19,Donna Stuart,CUST193,Home Office,Electronics,Headphone,PROD4389,West,Arkansas,Lake Troy,6,1880.38,0,11282.28,1554.39,-325.46,49,No,0,Harris Ltd,james98@example.net,Net Banking,Returned
ORD1299,2025-10-17,2025-10-22,Christopher Johnson,CUST584,Home Office,Electronics,Mouse,PROD2868,North,Kansas,East Christopherview,4,110.77,10,398.77,92.16,0.0,35,No,0,Gomez-Foster,aprilmclaughlin@example.org,Net Banking,Cancelled
ORD1300,2026-04-06,2026-04-09,Duane Gallegos,CUST818,Consumer,Furniture,Study Table,PROD9067,South,Pennsylvania,Michaelview,7,624.11,20,3495.02,360.97,1473.58,25,No,0,Obrien and Sons,kspears@example.org,UPI,Delivered
ORD1301,2024-11-11,2024-11-15,Jonathan Hansen,CUST944,Consumer,Electronics,Laptop,PROD7790,North,North Carolina,Matthewville,10,703.77,15,5982.05,480.64,0.0,31,No,0,"Frye, Walter and Li",heather69@example.com,Credit Card,Pending
ORD1302,2025-12-12,2025-12-17,Gerald Rowe,CUST853,Consumer,Groceries,Rice,PROD8912,South,Utah,Mosleytown,10,950.89,5,9033.45,514.83,0.0,32,No,0,Wilson-Jones,ericahall@example.com,Cash,Cancelled
ORD1303,2025-03-09,2025-03-13,Kelli Smith,CUST723,Home Office,Office Supplies,Stapler,PROD7518,East,Kentucky,West Christopher,5,2318.94,5,11014.97,1287.64,0.0,44,No,0,"Goodman, Peterson and Spencer",thomasgomez@example.net,Net Banking,Cancelled
ORD1304,2024-11-17,2024-11-24,Paul Conrad,CUST421,Home Office,Office Supplies,Notebook,PROD4435,East,Illinois,Mclaughlinbury,6,4613.84,5,26298.89,4118.01,0.0,32,No,0,"Allen, Baker and Perez",marykelly@example.org,Net Banking,Pending
ORD1305,2024-07-25,2024-07-31,Megan Alvarado,CUST752,Corporate,Furniture,Bookshelf,PROD8870,West,South Carolina,Port Mercedeston,9,1501.05,15,11483.03,1235.85,2028.78,1,Yes,32,Watson-Stewart,travis84@example.com,UPI,Delivered
ORD1306,2024-10-12,2024-10-13,Bethany Fox,CUST786,Consumer,Office Supplies,Stapler,PROD3636,East,Nevada,Ayerston,5,817.5,0,4087.5,634.57,0.0,13,No,0,"Reed, Dalton and Parsons",sbray@example.net,Net Banking,Cancelled
ORD1307,2025-04-15,2025-04-16,Adam Craig,CUST467,Corporate,Furniture,Dining Table,PROD4675,West,Missouri,West Michaelview,4,2603.52,10,9372.67,2023.39,2088.47,24,No,0,Dunn and Sons,thomas95@example.com,Cash,Delivered
ORD1308,2024-09-12,2024-09-16,Mr. Michael Watson PhD,CUST907,Home Office,Electronics,Headphone,PROD1881,North,Louisiana,Whiteberg,5,1095.13,15,4654.3,911.14,0.0,48,No,0,"Parks, Olsen and Le",angelachase@example.org,Net Banking,Cancelled
ORD1309,2024-08-14,2024-08-19,Nancy Kennedy,CUST856,Home Office,Office Supplies,Notebook,PROD5819,West,Alabama,South Victor,3,4918.92,0,14756.76,2827.35,0.0,47,No,0,"Holmes, Le and Floyd",john90@example.com,Net Banking,Pending
ORD1310,2024-07-08,2024-07-09,Amy Cervantes,CUST486,Consumer,Groceries,Eggs,PROD5329,South,New Mexico,South Julieview,3,2961.53,10,7996.13,1487.45,-962.92,9,Yes,21,Ward-Grant,maurice61@example.com,UPI,Returned
ORD1311,2026-02-25,2026-02-28,Lisa Ray,CUST711,Consumer,Electronics,Mouse,PROD6866,North,Tennessee,Port Justin,6,2674.44,5,15244.31,1894.15,0.0,26,No,0,Nunez-Freeman,ypreston@example.net,Net Banking,Pending
ORD1312,2024-12-01,2024-12-06,Tyler Oneill,CUST513,Consumer,Electronics,Monitor,PROD4495,East,South Dakota,Robertshire,6,1867.91,5,10647.09,1643.99,-382.04,48,No,0,Sweeney-Jones,matthewedwards@example.net,Credit Card,Returned
ORD1313,2024-12-05,2024-12-06,Lisa Foster,CUST784,Corporate,Groceries,Bread,PROD4994,North,New Hampshire,Juliehaven,6,1968.73,0,11812.38,1288.24,0.0,1,Yes,49,Gutierrez-White,martinezjimmy@example.com,Net Banking,Cancelled
ORD1314,2026-04-23,2026-04-30,Nicole Clark,CUST888,Corporate,Groceries,Fruits,PROD1718,East,Montana,North Calebfort,4,1669.53,0,6678.12,1467.99,0.0,49,No,0,"Brown, Wise and Warren",garciachristine@example.org,Net Banking,Pending
ORD1315,2025-09-13,2025-09-18,Jean Perez,CUST107,Home Office,Furniture,Study Table,PROD4492,West,West Virginia,Scottberg,2,1107.34,15,1882.48,840.06,454.38,47,No,0,Rose and Sons,johnsonmichael@example.com,UPI,Delivered
ORD1316,2026-02-23,2026-02-24,William Fernandez,CUST570,Home Office,Electronics,Laptop,PROD2433,North,Louisiana,Taylorside,1,972.16,10,874.94,703.1,0.0,16,No,0,Garza Group,omills@example.net,Cash,Pending
ORD1317,2024-12-19,2024-12-23,Karen Perez,CUST561,Home Office,Groceries,Fruits,PROD6183,North,Colorado,Parkerchester,7,3399.16,20,19035.3,1707.6,9472.74,48,No,0,Moore-Smith,mauriceharrison@example.org,Net Banking,Delivered
ORD1318,2025-10-09,2025-10-10,Theresa Woods,CUST817,Consumer,Electronics,Headphone,PROD2738,East,Alabama,Yatesbury,5,3072.17,10,13824.77,2476.51,-472.52,42,No,0,Kelley and Sons,bkhan@example.com,Credit Card,Returned
ORD1319,2024-11-03,2024-11-07,Omar Price,CUST260,Home Office,Office Supplies,Notebook,PROD7406,East,Missouri,West Christian,3,1560.48,10,4213.3,1377.84,493.13,35,No,0,"Allen, Duran and Kent",justin84@example.com,Net Banking,Delivered
ORD1320,2024-09-16,2024-09-18,Catherine Roberts,CUST226,Consumer,Furniture,Dining Table,PROD7456,North,South Dakota,Williamsonview,5,1129.26,10,5081.67,660.27,0.0,10,No,0,"Dean, Lopez and Smith",bookerandrew@example.org,UPI,Pending
ORD1321,2024-11-28,2024-11-30,Mike Acosta,CUST731,Corporate,Office Supplies,Pen,PROD3971,North,Iowa,East Alexisborough,9,2360.2,20,16993.44,1249.15,7999.56,16,No,0,Fisher-Floyd,dbolton@example.net,Credit Card,Delivered
ORD1322,2025-12-28,2025-12-30,Bobby Christensen,CUST843,Home Office,Groceries,Eggs,PROD6851,South,Georgia,West Kimberlyland,4,590.22,20,1888.7,311.59,0.0,20,No,0,"Harrison, Lee and Skinner",hclayton@example.net,Cash,Pending
ORD1323,2024-11-02,2024-11-06,William Wright,CUST436,Home Office,Electronics,Headphone,PROD3496,East,Arizona,South Jill,6,4797.43,5,27345.35,2407.99,0.0,50,No,0,Boyd and Sons,tprice@example.com,UPI,Pending
ORD1324,2024-08-24,2024-08-30,Amanda Pineda,CUST857,Home Office,Groceries,Eggs,PROD6889,South,North Dakota,West Timothyport,6,4401.64,15,22448.36,2984.94,0.0,31,No,0,Ward Inc,teresayoung@example.com,Net Banking,Cancelled
ORD1325,2024-12-31,2025-01-01,Robert Richards,CUST279,Home Office,Furniture,Bookshelf,PROD3293,South,Montana,North Tanya,5,3694.37,0,18471.85,2922.14,3861.15,32,No,0,"Logan, Alvarez and Carlson",kelli32@example.com,Credit Card,Delivered
ORD1326,2024-07-02,2024-07-09,Gina Booker,CUST695,Home Office,Groceries,Rice,PROD4485,North,Wisconsin,North Michaelberg,9,1377.02,20,9914.54,948.55,0.0,23,No,0,"Herrera, Rodriguez and Freeman",tina57@example.net,Cash,Pending
ORD1327,2024-09-19,2024-09-21,James Ramsey,CUST890,Home Office,Electronics,Monitor,PROD8613,North,Kentucky,South Jasmineside,7,1882.94,0,13180.58,1440.58,0.0,48,No,0,Daniels-Henry,amymorris@example.com,Net Banking,Pending
ORD1328,2024-11-22,2024-11-24,Linda Valencia,CUST556,Consumer,Office Supplies,Calculator,PROD3395,West,Hawaii,New Ericport,6,298.06,15,1520.11,176.66,0.0,23,No,0,Weaver-Gibson,bgross@example.net,UPI,Cancelled
ORD1329,2026-02-17,2026-02-18,Manuel Flores,CUST784,Consumer,Electronics,Mouse,PROD8695,West,California,Leefort,1,295.53,10,265.98,159.97,0.0,47,No,0,"Moore, Campbell and Ortiz",daniel81@example.org,Bank Transfer,Cancelled
ORD1330,2026-01-31,2026-02-05,Cassandra Johnson,CUST657,Home Office,Office Supplies,File Folder,PROD7201,East,Connecticut,Leeton,10,3301.35,0,33013.5,2332.95,-2852.28,14,No,0,"May, Price and Burns",brandon39@example.net,Net Banking,Returned
ORD1331,2024-06-17,2024-06-21,Thomas Rios,CUST461,Corporate,Groceries,Rice,PROD8898,North,Colorado,Owenton,9,4421.97,15,33828.07,2503.91,14673.16,32,No,0,Grant-Hurley,yshort@example.net,Bank Transfer,Delivered
ORD1332,2024-06-07,2024-06-09,Deborah Williams,CUST253,Consumer,Office Supplies,Stapler,PROD2938,South,California,Christianborough,7,4074.75,0,28523.25,2822.2,-1716.78,37,No,0,"Davis, Hardy and Schmidt",jamessandoval@example.net,UPI,Returned
ORD1333,2025-08-21,2025-08-27,Kristin Grant,CUST953,Corporate,Furniture,Study Table,PROD1706,South,West Virginia,Port Daniellestad,10,3002.5,5,28523.75,2257.33,7079.12,36,No,0,"Ellis, Ortega and Andrade",laurapierce@example.net,UPI,Delivered
ORD1334,2025-01-10,2025-01-11,Kimberly Greene,CUST270,Corporate,Office Supplies,Calculator,PROD7642,North,Minnesota,Andreamouth,5,4741.54,5,22522.31,3222.74,-1972.83,10,No,0,Gutierrez-Schultz,charlene98@example.org,UPI,Returned
ORD1335,2025-02-08,2025-02-15,Tammy King,CUST520,Home Office,Office Supplies,Calculator,PROD3979,East,New Hampshire,Moyertown,3,3648.52,10,9851.0,3170.35,1291.06,14,No,0,"Johnson, Mitchell and Smith",victoriaturner@example.com,Cash,Delivered
